mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_selector__columns;params;split0_test_score;split1_test_score;mean_test_score;std_test_score;rank_test_score
0.6362012624740601;0.00271451473236084;0.21206426620483398;0.006064414978027344;['city_code_group', 'is_spouse', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['city_code_group', 'is_spouse', 'reco_policy_cat_group', 'accomodation_type']};0.6033386488959432;0.6115224503179736;0.6074305496069584;0.004091900711015173;1
0.6970195770263672;0.01499485969543457;0.2229921817779541;0.008006095886230469;['city_code_group', 'is_spouse', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['city_code_group', 'is_spouse', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6036194745766994;0.6099467721138858;0.6067831233452926;0.003163648768593208;2
0.5439928770065308;0.004994511604309082;0.20306050777435303;0.007953047752380371;['is_spouse', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['is_spouse', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6029907859807009;0.6100881199256516;0.6065394529531762;0.003548666972475356;3
0.6565250158309937;0.03502380847930908;0.24306023120880127;0.033467650413513184;['city_code_group', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['city_code_group', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6024070808021426;0.609818278928802;0.6061126798654723;0.003705599063329734;4
0.6792870759963989;0.015675902366638184;0.2236882448196411;0.005297064781188965;['is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type']};0.6012945174830062;0.609013135181342;0.6051538263321741;0.0038593088491679084;5
1.482721209526062;0.02119576930999756;0.2808806896209717;0.028107404708862305;['reco_policy_premium_log', 'lower_age', 'city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['reco_policy_premium_log', 'lower_age', 'city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6007785130111681;0.6090307848580317;0.6049046489345999;0.004126135923431806;6
0.7179485559463501;0.0010513067245483398;0.22559630870819092;0.0004981756210327148;['health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6012131138630878;0.6085542258934965;0.6048836698782922;0.0036705560152043293;7
1.3418755531311035;0.02544236183166504;0.23189127445220947;0.00019419193267822266;['reco_policy_premium_log', 'city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['reco_policy_premium_log', 'city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type']};0.6025339278469168;0.6071199220420416;0.6048269249444792;0.002292997097562366;8
0.8312975168228149;0.0710679292678833;0.2802765369415283;0.048276424407958984;['city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type']};0.6013121216129389;0.608201471227506;0.6047567964202225;0.0034446748072835542;9
0.7330001592636108;0.0019997358322143555;0.2120000123977661;0.001000046730041504;['city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type']};0.6013793800048364;0.6080273719856122;0.6047033759952243;0.003323995990387907;10
0.7875053882598877;0.0035080909729003906;0.22602534294128418;0.004976511001586914;['city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6011086302557351;0.6080519311347303;0.6045802806952327;0.0034716504394975978;11
0.955353856086731;0.091666579246521;0.2994924783706665;0.051496148109436035;['city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.600602374402583;0.6078841486192309;0.604243261510907;0.0036408871083239425;12
1.4598288536071777;0.004965066909790039;0.23418164253234863;0.004839420318603516;['reco_policy_premium_log', 'lower_age', 'city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['reco_policy_premium_log', 'lower_age', 'city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type']};0.6014222049259434;0.6066728499809684;0.6040475274534559;0.0026253225275124636;13
1.5002553462982178;0.0012509822845458984;0.251528263092041;0.0033004283905029297;['reco_policy_premium_log', 'city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['reco_policy_premium_log', 'city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6012712605696434;0.6065528498733895;0.6039120552215165;0.0026407946518730574;14
1.5455396175384521;0.09595823287963867;0.23175883293151855;0.0032422542572021484;['reco_policy_premium_log', 'lower_age', 'city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type'];{'selector__columns': ['reco_policy_premium_log', 'lower_age', 'city_code_group', 'is_spouse', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type']};0.6012632192861718;0.606457559313176;0.6038603892996739;0.002597170013502126;15
1.3738551139831543;0.0407106876373291;0.25200915336608887;6.9141387939453125e-06;['reco_policy_premium_log', 'city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type'];{'selector__columns': ['reco_policy_premium_log', 'city_code_group', 'health_indicator', 'reco_policy_cat_group', 'accomodation_type', 'reco_insurance_type']};0.6014611905543918;0.6056943324419849;0.6035777614981883;0.0021165709437965252;16
